customer_id,gender,age,annual_income,spending_score,membership_duration_months,churn
415,Male,69,58017.69,73,81,1
416,Male,32,84930.04,53,67,0
417,Male,64,94453.56,30,90,1
418,Female,46,54536.16,60,15,1
419,Female,50,67219.42,98,100,0
420,Female,69,40969.75,32,32,1
421,Female,47,46303.44,67,96,0
422,Female,56,91300.61,67,68,1
423,Female,44,46329.45,28,18,1
424,Male,53,77264.7,44,113,1
425,Female,46,93814.16,79,83,0
426,Male,55,39618.92,41,43,1
427,Male,50,81058.1,63,116,1
428,Female,54,53090.65,23,35,1
429,Male,44,116663.42,75,104,0
430,Female,50,73519.11,48,78,0
431,Male,21,102539.33,32,58,0
432,Female,39,79520.39,57,33,1
433,Male,19,33907.13,100,14,0
434,Female,27,86983.62,33,34,0
435,Female,22,115626.3,24,61,0
436,Female,27,84145.06,39,119,0
437,Female,50,103727.0,34,4,1
438,Female,55,109578.58,56,88,0
439,Male,30,50527.18,28,59,1
440,Male,48,49084.04,37,29,0
441,Male,64,84988.29,7,83,1
442,Female,53,66992.56,68,6,0
443,Male,62,105587.52,37,97,0
444,Female,41,111002.08,56,49,1
445,Female,69,61807.92,65,40,1
446,Male,32,51318.35,65,83,0
447,Male,46,100247.3,47,117,0
448,Female,25,54732.54,20,65,0
449,Male,22,104035.29,19,69,0
450,Female,46,68136.44,29,27,1
451,Female,64,90079.49,74,80,1
452,Female,21,38598.18,60,6,1
453,Female,29,86147.34,18,104,0
454,Female,62,70659.09,92,13,1
455,Male,19,82794.76,35,112,0
456,Male,44,45121.28,43,64,0
457,Female,48,96318.64,95,62,0
458,Female,68,107651.74,91,99,0
459,Male,68,49506.58,11,19,1
460,Male,53,38614.31,49,76,1
461,Female,53,32127.47,38,80,1
462,Male,43,87777.44,64,43,0
463,Female,60,84638.46,69,74,0
464,Male,44,79202.77,8,89,1
465,Female,22,50875.24,34,20,0
466,Male,37,65181.54,48,95,0
467,Female,28,83502.87,56,68,0
468,Male,27,74709.02,76,44,1
469,Male,57,118900.7,65,23,1
470,Female,55,42279.58,31,2,1
471,Male,23,92563.01,4,120,0
472,Female,25,66388.69,50,22,1
473,Male,40,68537.97,69,115,0
474,Female,64,94583.8,30,57,1
475,Male,43,92319.25,88,101,0
476,Female,63,119213.04,59,72,0
477,Male,60,41555.49,67,7,1
478,Female,29,39369.87,75,78,1
479,Male,43,95190.49,45,56,0
480,Female,30,82054.82,4,119,0
481,Female,57,54674.46,26,67,1
482,Female,35,37147.74,27,114,0
483,Male,42,37709.24,46,16,1
484,Female,50,110477.18,64,119,1
485,Male,64,47268.06,91,83,0
486,Female,57,59103.44,51,51,0
487,Male,60,50399.08,50,82,1
488,Female,29,61949.67,6,116,0
489,Male,61,36248.15,59,80,1
490,Male,53,76715.38,15,72,1
491,Female,65,36085.13,30,97,1
492,Male,21,102032.09,42,113,0
493,Male,22,51034.09,37,12,1
494,Female,54,78601.07,42,53,1
495,Male,25,109207.12,35,75,0
496,Male,59,88578.96,87,5,0
497,Male,66,77966.2,6,27,1
498,Female,45,59190.04,68,12,0
499,Male,48,59970.17,18,17,1
500,Female,26,90253.83,73,6,0
501,Male,68,119472.54,29,97,0
502,Male,46,89565.53,77,5,1
503,Male,31,80200.51,59,57,0
504,Female,57,95758.55,47,28,1
505,Male,58,71868.51,17,78,1
506,Male,39,35412.81,96,69,0
507,Female,28,80606.71,22,118,0
508,Male,40,116186.28,68,120,0
509,Female,18,45777.26,69,59,0
510,Female,63,92100.44,37,33,1
511,Male,54,48084.03,49,62,0
512,Female,38,78224.49,13,50,0
513,Male,43,38700.88,34,112,1
514,Female,63,70533.38,86,105,0
515,Female,53,98054.7,53,19,0
516,Male,40,61281.44,87,86,0
517,Female,18,89842.06,51,69,1
518,Female,68,101590.5,3,66,1
519,Female,57,113446.0,42,94,0
520,Female,32,51117.79,98,47,0
521,Female,38,65938.43,32,39,1
522,Male,64,43717.44,51,68,1
523,Female,26,119323.52,85,33,1
524,Male,26,113430.09,46,13,1
525,Female,27,78596.14,21,84,1
526,Male,69,105783.0,44,54,1
527,Male,43,76886.22,11,7,1
528,Female,58,86122.71,68,79,0
529,Female,52,38021.2,1,87,1
530,Female,69,97974.34,92,14,1
531,Male,42,41494.21,63,87,0
532,Female,43,104346.09,24,19,0
533,Male,28,100382.53,99,54,0
534,Male,55,93787.02,13,93,1
535,Male,19,33254.43,98,120,0
536,Female,24,57281.55,11,20,0
537,Female,35,53680.13,100,29,0
538,Male,44,62412.28,51,24,1
539,Male,51,37887.85,17,82,0
540,Female,44,114326.2,99,63,1
541,Male,34,79842.2,82,74,0
542,Female,60,57497.19,86,105,0
543,Male,61,65728.34,24,57,1
544,Female,68,70248.23,19,8,1
545,Male,41,84053.49,37,90,1
546,Female,42,76411.15,85,62,0
547,Male,24,112745.28,8,29,0
548,Female,69,74726.71,28,74,1
549,Female,23,119294.22,5,17,1
550,Male,41,106628.25,17,66,1
551,Male,50,48765.95,36,6,1
552,Female,66,113753.57,19,58,1
553,Male,46,40472.98,64,69,1
554,Female,60,103570.47,91,28,1
555,Male,39,64256.1,98,62,0
556,Female,43,109017.69,11,41,1
557,Female,45,108125.1,54,69,1
558,Female,67,102533.29,45,82,1
559,Female,38,101102.74,47,90,0
560,Female,66,57421.12,12,84,1
561,Female,24,37282.74,21,41,0
562,Male,34,66268.22,11,49,1
563,Male,37,45617.21,92,91,0
564,Male,58,92545.6,5,49,1
565,Female,66,61148.98,81,76,0
566,Female,37,117804.92,56,71,0
567,Female,39,87687.49,20,3,0
568,Female,45,104023.25,41,10,0
569,Male,57,41927.22,46,98,1
570,Male,66,107581.3,12,89,1
571,Female,24,113048.15,70,35,0
572,Male,18,73835.57,17,80,1
573,Male,49,84562.76,19,2,1
574,Female,30,98832.88,26,24,1
575,Male,47,45735.48,48,74,0
576,Female,40,75230.95,52,38,1
577,Male,68,65879.67,96,22,1
578,Female,36,43173.66,70,26,1
579,Female,49,63078.1,55,43,1
580,Female,47,36135.51,100,55,0
581,Female,46,32323.07,75,39,0
582,Male,66,42164.97,33,91,0
583,Female,62,116680.36,62,29,0
584,Female,46,79457.66,88,111,0
585,Female,47,116923.99,23,102,0
586,Male,33,68924.81,15,20,1
587,Female,57,58063.45,27,91,1
588,Male,36,75552.77,75,41,0
589,Female,35,69556.05,64,54,0
590,Male,18,39509.82,81,20,0
591,Male,31,87674.37,51,108,0
592,Female,68,49443.44,53,19,1
593,Male,64,85762.92,78,84,1
594,Female,67,88518.1,91,99,0
595,Female,19,43682.24,82,111,0
596,Female,45,35521.47,92,66,0
597,Male,66,100268.54,51,30,1
598,Male,67,71382.04,47,53,1
599,Female,47,35234.74,4,34,1
600,Female,55,119537.97,7,22,0
601,Male,68,35200.25,35,67,1
602,Female,21,92553.17,48,6,1
603,Female,18,118531.1,73,79,0
604,Female,25,51526.21,72,27,0
605,Male,46,42802.44,45,10,1
606,Male,56,40924.64,81,73,0
607,Male,20,57294.76,81,97,0
608,Female,49,39094.12,97,96,0
609,Female,27,92294.52,96,48,0
610,Female,27,35606.26,72,70,0
611,Male,36,75847.99,19,105,0
612,Female,63,119702.72,63,59,0
613,Female,51,103257.32,38,100,1
614,Female,50,85369.75,67,59,1
615,Female,40,57562.83,59,2,0
616,Male,45,86150.63,69,29,0
617,Male,49,77433.73,13,68,1
618,Female,67,68347.5,47,65,0
619,Male,24,41763.93,61,83,0
620,Male,46,109794.38,31,26,1
621,Female,25,70480.62,80,89,0
622,Female,18,47516.03,96,10,0
623,Male,20,63098.34,22,53,0
624,Female,41,67271.68,93,79,0
625,Male,40,104478.41,86,59,0
626,Female,25,96025.29,43,22,1
627,Male,64,99237.44,67,51,0
628,Female,54,30992.81,54,48,1
629,Male,20,67453.86,10,21,0
630,Male,68,73320.97,42,120,1
631,Male,50,31727.3,64,22,0
632,Female,45,53383.19,21,100,0
633,Male,64,98426.08,80,98,1
634,Male,25,42339.87,76,30,0
635,Female,51,78177.91,66,25,1
636,Female,52,49368.17,41,109,0
637,Male,49,31090.87,24,28,1
638,Male,41,51708.13,35,65,0
639,Female,31,117828.64,56,113,0
640,Female,49,102138.34,30,45,1
641,Female,63,116361.9,57,68,1
642,Female,60,73906.86,94,7,1
643,Female,33,39876.26,47,49,0
644,Male,21,79316.35,35,9,0
645,Female,69,70893.96,19,36,0
646,Male,54,105992.14,8,83,1
647,Male,38,38827.43,26,1,1
648,Male,31,73941.7,71,10,0
649,Female,48,43504.38,30,36,1
650,Male,65,59220.83,7,73,1
651,Male,35,96362.14,67,109,0
652,Female,24,72841.63,65,46,1
653,Male,27,63829.95,36,106,0
654,Male,24,65502.87,25,32,1
655,Female,50,71350.21,37,32,0
656,Male,40,100651.49,1,6,1
657,Male,38,110287.62,15,48,1
658,Male,36,115980.12,37,38,1
659,Female,65,100821.3,13,17,1
660,Female,36,58386.62,8,74,0
661,Female,53,91932.12,5,114,0
662,Male,46,69384.28,60,27,0
663,Male,35,52920.36,73,54,0
664,Female,19,105678.44,1,50,0
665,Male,18,33458.37,36,35,0
666,Male,64,111158.58,35,116,1
667,Female,22,71532.97,66,85,0
668,Female,37,87348.13,63,25,1
669,Male,28,89341.85,23,28,1
670,Male,59,110560.6,9,111,0
671,Male,19,87300.27,34,15,0
672,Female,20,85254.02,46,4,1
673,Female,40,35998.68,78,93,0
674,Female,29,76656.72,4,73,1
675,Female,37,43515.21,30,27,1
676,Male,22,96369.04,95,26,0
677,Female,54,76099.97,75,19,0
678,Female,55,91220.5,99,120,0
679,Female,47,33750.56,72,92,0
680,Female,26,37631.28,3,17,1
681,Female,51,94469.1,14,43,1
682,Male,61,36487.59,60,41,1
683,Male,52,36413.11,77,42,0
684,Female,69,31089.76,45,50,1
685,Male,39,116085.13,96,84,0
686,Female,61,96375.75,34,109,1
687,Female,41,61792.63,45,40,0
688,Male,34,56688.2,61,39,0
689,Male,27,61473.29,83,113,0
690,Female,47,99718.82,16,117,1
691,Female,63,89523.35,66,23,1
692,Female,40,46667.6,40,111,0
693,Male,49,45669.84,17,96,1
694,Female,34,38855.61,34,52,0
695,Female,67,89427.24,16,47,1
696,Female,68,98793.54,60,63,1
697,Male,34,53854.18,66,97,0
698,Female,31,31885.05,66,110,0
699,Female,26,37395.45,90,69,0
700,Male,57,117107.4,13,43,1
701,Female,19,56590.03,56,48,0
702,Female,62,99230.08,31,34,1
703,Male,42,86219.72,34,40,1
704,Female,56,64374.57,39,75,1
705,Male,26,48511.85,67,61,0
706,Male,39,40924.78,8,50,1
707,Female,60,85351.17,87,67,0
708,Female,63,99717.04,78,62,0
709,Female,21,87951.38,55,58,0
710,Female,43,77727.19,27,33,1
711,Male,46,33775.61,93,75,0
712,Female,62,117163.99,53,16,1
713,Male,51,101884.28,39,82,0
714,Female,40,56353.98,65,94,1
715,Female,54,118197.33,17,48,1
716,Female,28,84169.34,30,119,0
717,Male,23,82418.04,53,10,0
718,Female,35,97326.59,13,82,1
719,Female,38,103059.28,21,38,1
720,Female,59,89083.07,19,19,1
721,Female,53,41528.62,53,36,1
722,Male,58,60444.08,19,59,0
723,Female,55,113527.53,57,63,1
724,Male,51,50215.41,25,77,0
725,Male,34,63495.03,86,120,0
726,Male,54,68886.92,31,46,1
727,Male,42,69546.45,81,3,1
728,Male,55,85164.56,55,74,1
729,Male,29,114876.83,23,102,1
730,Female,40,51662.34,32,65,1
731,Male,59,40935.12,62,119,0
732,Male,39,47772.34,74,120,0
733,Male,38,109823.24,10,91,1
734,Female,44,88122.97,100,110,1
735,Female,48,55731.61,72,8,1
736,Male,23,103435.22,54,51,0
737,Female,44,107523.3,52,110,0
738,Male,57,106186.29,20,106,1
739,Male,51,112703.39,32,81,1
740,Female,29,52701.69,14,73,0
741,Male,62,97953.77,50,6,1
742,Female,24,71448.55,28,107,1
743,Female,27,105779.87,53,89,0
744,Male,62,95564.16,24,39,1
745,Male,34,99880.27,79,113,0
746,Female,43,89054.57,22,60,1
747,Male,38,45968.59,30,28,1
748,Male,45,79052.42,63,97,0
749,Male,63,118620.28,4,54,1
750,Female,19,114364.93,77,37,0
751,Female,60,33885.64,59,9,0
752,Male,18,44833.33,87,82,0
753,Female,68,41855.59,8,56,1
754,Female,53,95338.19,82,59,0
755,Female,68,103600.68,12,85,1
756,Female,43,49216.02,31,2,1
757,Female,46,75526.74,78,61,0
758,Male,38,105663.27,34,58,0
759,Male,28,95952.14,82,107,0
760,Male,57,78801.35,98,60,0
761,Female,28,83131.29,75,102,1
762,Female,53,75752.45,76,40,0
763,Male,66,56779.36,49,36,1
764,Female,56,80851.98,79,114,0
765,Male,57,91999.68,57,107,1
766,Male,52,108599.06,95,37,1
767,Male,51,87266.22,93,79,0
768,Female,64,98500.94,26,92,1
769,Female,41,44406.45,18,18,1
770,Male,39,71540.17,96,98,0
771,Male,22,30839.85,86,63,0
772,Male,50,52201.1,38,22,1
773,Male,53,95381.55,81,11,1
774,Female,64,119262.9,87,58,0
